"Path","File","Date Acquired","Sample","Misc"
"D:\GCMS_User\R312_Liying\Data\20231128\","miliacin-ak34-01.D","29 Nov 2023  20:26","miliacin-ak34-01",""
"TIC: miliacin-ak34-01.D\data.ms","","","",""
"9.705","2863",,,
"9.709","2980",,,
"9.713","3034",,,
"9.718","3191",,,
"9.722","2886",,,
"9.726","3077",,,
"9.731","2913",,,
"9.735","3004",,,
"9.739","2823",,,
"9.744","3128",,,
"9.748","2979",,,
"9.753","2793",,,
"9.757","2958",,,
"9.761","2730",,,
"9.766","3200",,,
"9.77","2828",,,
"9.774","3034",,,
"9.779","2643",,,
"9.783","2717",,,
"9.787","2950",,,
"9.792","2983",,,
"9.796","2982",,,
"9.801","2896",,,
"9.805","2845",,,
"9.809","2994",,,
"9.814","2952",,,
"9.818","3023",,,
"9.822","3120",,,
"9.827","2904",,,
"9.831","2881",,,
"9.835","2718",,,
"9.84","2960",,,
"9.844","2927",,,
"9.848","2959",,,
"9.853","2782",,,
"9.857","2744",,,
"9.862","2988",,,
"9.866","2941",,,
"9.87","2806",,,
"9.875","2808",,,
"9.879","3048",,,
"9.883","2807",,,
"9.888","2836",,,
"9.892","2748",,,
"9.896","2929",,,
"9.901","2909",,,
"9.905","2953",,,
"9.91","2836",,,
"9.914","2727",,,
"9.918","2843",,,
"9.923","2750",,,
"9.927","2777",,,
"9.931","2996",,,
"9.936","2672",,,
"9.94","2921",,,
"9.944","2639",,,
"9.949","2896",,,
"9.953","2496",,,
"9.958","2752",,,
"9.962","2728",,,
"9.966","2680",,,
"9.971","2646",,,
"9.975","2871",,,
"9.979","2634",,,
"9.984","2267",,,
"9.988","3016",,,
"9.992","2867",,,
"9.997","2895",,,
"10.001","2789",,,
"10.006","2877",,,
"10.01","2845",,,
"10.014","2625",,,
